Order_ID,Customer_ID,Customer_Name,Gender,Age,City,State,Product_Category,Product_Name,Quantity,Price,Discount,Sales,Profit,Payment_Method,Order_Date,Delivery_Date,Rating,Returned
OD-1025,C-5342,Ashley Jackson,Female,37,Houston,TX,Fashion,Jacket,1,75.04,0.25,56.28,12.15,UPI,2023-05-25,2023-05-29,3.5,No
OD-1026,C-5352,Steven Martin,Male,50,Fort Worth,TX,Home Decor,Wall Art,1,81.67,0.3,57.17,7.6,Credit Card,2023-06-20,2023-06-23,3.0,No
OD-1027,C-5380,Sarah Rodriguez,Female,53,Indianapolis,IN,Books,Fiction Novel,1,10.35,0.25,7.76,2.49,Cash on Delivery,2023-01-19,2023-01-25,5.0,No
OD-1028,C-5221,Thomas Rodriguez,Male,20,San Jose,CA,Home Decor,Wall Art,3,51.13,0.05,145.72,36.44,UPI,2023-10-14,2023-10-21,2.0,No
OD-1029,C-5443,  Christopher Martinez  ,Male,69,Philadelphia,PA,Beauty,Lipstick,2,37.1,0.1,66.78,19.01,Net Banking,2023-12-09,2023-12-13,3.0,No
OD-1030,C-5404,Richard Davis,Male,42,Los Angeles,CA,Beauty,Moisturizer,2,39.5,0.15,67.15,10.4,Debit Card,2023-04-25,2023-04-26,2.5,No
OD-1031,C-5169,Paul Lee,female ,22,new york,TX,Sports  ,Curtains,5,64.78,0.3,226.73,47.81,Cash on Delivery,2023-03-01,2023-03-06,2.0,YES
OD-1032,C-5493,Steven Martin,Male,20,Houston,TX,Books,Cookbook,3,22.11,0.1,59.7,10.8,Cash on Delivery,2023-03-01,2023-03-08,2.5,No
OD-1033,C-5023,Jessica Garcia,Female,18,Charlotte,NC,Books,History Book,6,25.92,0.25,116.64,29.3,UPI,2023-08-09,2023-08-11,3.5,No
OD-1034,C-5161,Joseph Garcia,Male,64,San Jose,CA,Books,Self-Help Book,6,16.35,0.15,83.39,-21.61,Cash on Delivery,2023-03-07,2023-03-11,4.0,No
OD-1035,C-5347,Daniel Anderson,Male,57,Denver,CO,Home Decor,Throw Pillow,5,96.03,0.1,432.13,58.8,Net Banking,2023-10-24,2023-10-30,4.5,No
OD-1036,C-5227,Anthony Thomas,Male,50,Fort Worth,TX,Sports,Dumbbells,6,24.56,0.2,117.89,29.37,Cash on Delivery,2023-06-21,2023-06-23,2.5,No
OD-1037,C-5116,Matthew Taylor,Male,27,New York,NY,Electronics,Laptop,4,600.09,0.3,1680.25,120.72,Net Banking,2023-11-19,2023-11-23,4.0,No
OD-1038,C-5205,Donald Jackson,Male,27,New York,NY,Electronics,Smartwatch,2,364.98,0.25,547.47,112.44,Credit Card,2023-10-13,2023-10-17,1.5,No
OD-1039,C-5069,Karen Wilson,Female,60,Charlotte,NC,Books,Sci-Fi Novel,3,26.1,0.15,66.56,15.56,Cash on Delivery,2023-08-07,2023-08-15,2.0,No
OD-1040,C-5231,Steven Martin,Male,66,San Diego,CA,Sports,Water Bottle,5,41.35,0.05,196.41,26.0,Credit Card,2024-01-01,2024-01-06,2.5,No
OD-1041,C-5172,Mary Smith,Female,52,Chicago,IL,Fashion,Jeans,2,47.68,0.05,90.59,23.73,Credit Card,2023-08-01,2023-08-08,3.5,No
OD-1042,C-5239,Susan Davis,Female,21,San Antonio,TX,Beauty,Mascara,5,43.38,0.0,216.9,66.59,Cash on Delivery,31-02-2023,2023-07-22,1.0,No
OD-1043,C-5153,Elizabeth Jones,Female,44,Seattle,WA,Sports,Tennis Racket,5,54.59,5%,259.3,50.94,UPI,2023-08-12,2023-08-20,1.0,No
OD-1044,C-5173,Barbara Miller,Female,64,Philadelphia,PA,Beauty,Moisturizer,5,31.02,0.15,131.83,30.0,Credit Card,2023-02-12,2023-02-19,2.0,No
OD-1045,C-5094,Michael Brown,Male,34,San Francisco,CA,Home Decor,Table Lamp,4,59.53,0.3,166.68,52.32,UPI,2023-08-04,2023-08-09,1.5,No
OD-1046,C-5010,Sandra Moore,Female,21,Jacksonville,FL,Fashion,Socks,1,69.19,0.25,51.89,3.22,Credit Card,2023-05-07,2023-05-11,1.0,No
OD-1047,C-5079,Donald Jackson,Male,26,Fort Worth,TX,Sports,Yoga Mat,5,60.81,0.15,258.44,67.15,UPI,2023-03-27,2023-03-29,2.0,No
OD-1048,C-5056,Kimberly Lee,Female,19,San Jose,CA,Books,History Book,4,16.14,0.25,48.42,5.3,Cash on Delivery,2023-12-20,2023-12-24,1.5,No
OD-1049,C-5436,Emily Perez,Female,69,Houston,TX,Books,Fiction Novel,3,18.59,0.25,41.83,6.74,Cash on Delivery,2023-11-28,2023-12-04,1.0,No
OD-1050,C-5422,Lisa Anderson,Female,24,Indianapolis,IN,Home Decor,Curtains,4,86.93,0.15,295.56,30.4,Cash on Delivery,2023-11-30,2023-12-05,5.0,No
OD-1051,C-5239,Jessica Garcia,Female,70,Denver,CO,Home Decor,Area Rug,2,$95.81,0.0,191.62,25.62,Net Banking,2023-05-05,2023-05-13,4.0,No
OD-1052,C-5015,Lisa Anderson,Female,38,Philadelphia,PA,Beauty,Moisturizer,3,38.93,0.1,105.11,14.07,Cash on Delivery,2023-12-26,2023-12-31,5.0,Yes
OD-1053,C-5265,Matthew Taylor,Male,23,San Diego,CA,Sports,Running Shoes,4,44.32,0.05,168.42,43.31,Net Banking,2023-08-18,2023-08-19,1.5,No
OD-1054,C-5114,Barbara Miller,Female,62,San Diego,CA,Home Decor,Curtains,5,62.57,0.2,250.28,52.38,Net Banking,2023-10-09,2023-10-15,3.5,No
OD-1055,C-5139,Joshua Thompson,Male,34,San Diego,CA,Electronics,Tablet,2,440.4,0.25,660.6,139.23,Debit Card,2023-04-09,2023-04-13,4.5,No
OD-1056,C-5371,Kimberly Lee,Female,66,Charlotte,NC,Books,Self-Help Book,1,23.99,0.1,21.59,2.55,Debit Card,2023-06-04,2023-06-05,5.0,No
OD-1057,C-5141,  Robert Williams  ,Male,21,Seattle,WA,Home Decor,Curtains,2,81.93,0.3,114.7,22.63,Credit Card,2023-10-21,2023-10-26,4.5,No
OD-1058,C-5226,Patricia Johnson,Female,29,Los Angeles,CA,Home Decor,Throw Pillow,1,95.19,0.15,80.91,15.98,Cash on Delivery,2023-11-19,2023-11-20,2.0,No
OD-1059,C-5416,Dorothy Martin,Female,37,Chicago,IL,Fashion,T-Shirt,5,68.28,0.2,273.12,62.5,Cash on Delivery,2023-04-26,2023-05-03,4.5,No
OD-1060,C-5153,Kimberly Lee,male,45, dallas,CA,electronics,Sci-Fi Novel,1,19.97,0.25,14.98,1.19,upi,2023-11-17,2023-11-21,3.0,no
OD-1061,C-5081,Donald Jackson,Male,29,Seattle,WA,Electronics,Laptop,1,490.6,0.25,367.95,83.95,UPI,2023-01-17,2023-01-21,3.0,No
OD-1062,C-5360,Karen Wilson,Female,22,San Diego,CA,Home Decor,Curtains,5,83.61,0.05,397.15,70.51,Cash on Delivery,2023-04-26,2023-04-29,3.0,No
OD-1063,C-5037,Michael Brown,Male,28,San Jose,CA,Books,History Book,5,25.58,0.15,108.71,9.49,UPI,2023-12-25,2024-01-01,3.0,No
OD-1064,C-5277,Lisa Anderson,Female,46,Chicago,IL,Books,Fiction Novel,4,22.22,0.2,71.1,8.9,Credit Card,2023-04-28,2023-04-29,3.0,No
OD-1065,C-5021,Daniel Anderson,Male,48,Charlotte,NC,Sports,Running Shoes,3,28.62,0.2,68.69,12.42,Net Banking,abcd-ef-gh,2023-02-24,3.5,No
OD-1066,C-5171,Mary Smith,Female,60,Houston,TX,Fashion,Jacket,4,64.46,0.1,232.06,57.73,Net Banking,2023-10-09,2023-10-10,4.5,No
OD-1067,C-5162,,FEMALE,,new york,TX,  Fashion ,Face Wash,,,0.2,27.78,5.24,COD,2023-04-07,,,YES
OD-1068,C-5390,,F,,  Chicago,TX,Beauty  ,Biography,,,0.25,38.0,7.43,DEBIT CARD,2023-11-19,,,NO
OD-1069,C-5283,James Smith,Male,53,Indianapolis,IN,Electronics,Laptop,1,519.18,0.0,519.18,126.84,Debit Card,2023-09-13,2023-09-18,5.0,No
OD-1070,C-5213,Nancy Martinez,Female,48,San Diego,CA,Beauty,Face Wash,2,26.51,0.2,42.42,8.59,Debit Card,2023-02-05,2023-02-10,4.0,No
OD-1071,C-5479,Betty Taylor,Female,35,New York,NY,Home Decor,Curtains,3,96.3,0.2,231.12,80.82,Net Banking,2023-03-18,2023-03-26,5.0,No
OD-1072,C-5177,Patricia Johnson,Female,53,Seattle,WA,Beauty,Mascara,3,41.09,0.25,92.45,11.25,Net Banking,2023-04-30,2023-05-07,1.0,No
OD-1073,C-5382,Nancy Martinez,Female,63,San Francisco,CA,Beauty,Shampoo,6,44.42,0.15,226.54,76.9,Debit Card,2023-09-15,2023-09-21,1.5,No
OD-1074,C-5052,Margaret Thomas,Female,47,New York,NY,Sports,Dumbbells,4,57.58,0.05,218.8,15.85,UPI,2023-06-23,2023-06-30,1.5,No
OD-1075,C-5437,Sandra Moore,Female,42,Austin,TX,Sports,Tennis Racket,4,57.64,0.0,230.56,54.24,Debit Card,2023-11-20,2023-11-25,2.5,No
OD-1076,C-5223,Richard Davis,Male,66,Houston,TX,Beauty,Moisturizer,6,23.98,0.0,143.88,9.18,Credit Card,2023-05-31,2023-06-06,3.5,No
OD-1077,C-5075,,F,,  Chicago,IN,  Fashion ,History Book,,,0.0,24.12,5.62,upi,2023-11-14,,,NO
OD-1078,C-5074,Mark Moore,Male,47,Dallas,TX,Beauty,Perfume,6,15.28,0.3,64.18,12.17,UPI,2023-12-13,2023-12-16,1.5,No
OD-1079,C-5484,Jennifer Williams,Female,55,San Jose,CA,Sports,Running Shoes,6,$31.5,0.3,132.3,18.61,Net Banking,2023-09-05,2023-09-07,2.5,No
OD-1080,C-5293,Jennifer Williams,Female,54,San Jose,CA,Sports,Water Bottle,1,62.07,0.25,46.55,7.85,Credit Card,2023-10-17,2023-10-18,4.5,No
OD-1081,C-5398,Mark Moore,Male,56,Jacksonville,FL,Fashion,Socks,2,60.53,0.25,90.8,25.12,Debit Card,2023-11-18,2023-11-20,1.0,No
OD-1082,C-5404,Sarah Rodriguez,Female,20,Denver,CO,Home Decor,Curtains,2,42.49,0.1,76.48,11.32,Net Banking,2023-03-31,2023-04-04,2.0,No
OD-1083,C-5449,  Linda Brown  ,Female,51,Charlotte,NC,Home Decor,Table Lamp,3,101.81,0.15,259.62,88.33,UPI,2023-06-23,2023-06-25,4.5,No
OD-1084,C-5073,Mark Moore,Male,61,San Francisco,CA,Books,Self-Help Book,1,23.23,0.0,23.23,3.0,Credit Card,2023-08-21,2023-08-27,3.0,No
OD-1085,C-5196,Linda Brown,Female,24,San Diego,CA,Beauty,Lipstick,5,41.53,0.2,166.12,24.65,Cash on Delivery,2023-04-24,2023-04-26,4.5,No
OD-1086,C-5333,Susan Davis,Female,25,Phoenix,AZ,Electronics,Smartphone,3,807.8,0.0,2423.4,191.83,Cash on Delivery,2023-03-11,2023-03-18,4.5,No
OD-1087,C-5344,Sandra Moore,Female,44,Denver,CO,Sports,Tennis Racket,2,58.19,0.25,87.28,6.96,Net Banking,2023-11-12,2023-11-19,3.0,Yes
OD-1088,C-5354,Linda Brown,Female,31,Columbus,OH,Beauty,Moisturizer,3,17.98,0.25,40.45,6.48,UPI,2023-02-01,2023-02-08,3.0,No
OD-1089,C-5496,Joseph Garcia,  Male  ,70,houston,OH,  Fashion ,Tablet,2,616.52,0.2,986.43,336.7,UPI ,2023-06-20,2023-06-24,2.0,no
OD-1090,C-5106,William Jones,Male,66,Seattle,WA,Fashion,Dress,2,70.9,0.05,134.71,20.01,Debit Card,2023-11-02,2023-11-03,3.0,No
OD-1091,C-5067,Sandra Moore,Female,34,Philadelphia,PA,Electronics,Tablet,1,341.17,0.1,307.05,88.12,Debit Card,2023-10-29,2023-11-04,1.0,No
OD-1092,C-5136,Michael Brown,Male,26,Indianapolis,IN,Books,Fiction Novel,6,10.14,15%,51.71,14.65,Cash on Delivery,2023-10-31,2023-11-02,4.5,No
OD-1093,C-5114,Donna Thompson,Female,20,Charlotte,NC,Home Decor,Throw Pillow,6,105.41,0.0,632.46,221.09,Net Banking,2023-08-07,2023-08-09,4.5,No
OD-1094,C-5038,David Miller,Male,38,El Paso,TX,Fashion,T-Shirt,2,41.85,0.25,62.78,14.16,UPI,2023-07-15,2023-07-20,4.5,No
OD-1095,C-5310,Jessica Garcia,Female,24,Houston,TX,Sports,Tennis Racket,5,51.28,5%,243.58,43.61,Debit Card,2023-07-31,2023-08-06,4.5,No
OD-1096,C-5213,Richard Davis,Male,38,Indianapolis,IN,Home Decor,Curtains,3,62.95,0.05,179.41,45.94,Net Banking,2023-02-04,2023-02-06,1.5,No
OD-1097,C-5222,Richard Davis,Male,65,Jacksonville,FL,Fashion,Dress,1,58.67,0.2,46.94,10.26,Credit Card,2023-07-30,2023-08-05,4.0,Yes
OD-1098,C-5496,Andrew Perez,Male,56,San Jose,CA,Home Decor,Wall Art,5,72.53,0.05,344.52,85.1,Debit Card,2023-02-25,2023-03-03,5.0,No
OD-1099,C-5059,Paul Lee,Male,54,San Diego,CA,Beauty,Face Wash,5,33.41,0.25,125.29,27.19,Cash on Delivery,2023-12-03,2023-12-08,1.0,No
OD-1100,C-5140,Joshua Thompson,Male,39,Jacksonville,FL,Electronics,Laptop,2,575.81,0.15,978.88,69.38,Credit Card,2023-02-16,2023-02-15,4.0,No
OD-1101,C-5233,Patricia Johnson,Female,28,Jacksonville,FL,Home Decor,Curtains,3,91.93,0.2,220.63,50.49,Credit Card,2023-03-21,2023-03-24,1.0,No
OD-1102,C-5140,Sarah Rodriguez,Female,60,Indianapolis,IN,Beauty,Face Wash,4,$27.43,0.05,104.23,28.82,Credit Card,2023-06-26,2023-07-03,1.5,No
OD-1103,C-5348,Kimberly Lee,Female,49,Charlotte,NC,Sports,Water Bottle,1,30.26,0.2,24.21,1.61,Debit Card,2023-06-04,2023-06-08,2.0,No
OD-1104,C-5149,Mary Smith,Female,25,New York,NY,Beauty,Shampoo,4,20.27,15%,68.92,14.46,Debit Card,2023-09-14,2023-09-20,1.5,No
OD-1105,C-5442,Robert Williams,Male,45,New York,NY,Beauty,Lipstick,3,32.27,0.2,77.45,13.27,Net Banking,2023-05-29,2023-05-31,4.0,Yes
OD-1106,C-5495,Mary Smith,Female,28,El Paso,TX,Beauty,Shampoo,3,17.64,0.3,37.04,3.03,Net Banking,2023-10-29,2023-11-05,5.0,No
OD-1107,C-5203,Joshua Thompson,Male,65,Austin,TX,Fashion,Jacket,2,31.12,0.25,46.68,3.93,Cash on Delivery,2023-04-10,2023-04-16,3.5,No
OD-1108,C-5121,,female,,Phoenix  ,TX,electronics,Jeans,,,0.3,123.37,30.43,upi,2023-11-18,,,YES
OD-1109,C-5390,Kimberly Lee,Female,46,Denver,CO,Sports,Tennis Racket,5,34.57,0.25,129.64,18.78,Net Banking,2023-02-04,2023-02-12,4.5,No
OD-1110,C-5408,Paul Lee,Male,55,Los Angeles,CA,Home Decor,Vase,1,58.35,0.15,49.6,3.04,UPI,2023-05-27,2023-05-29,1.5,No
OD-1111,C-5305,Betty Taylor,Female,120,Columbus,OH,Books,Sci-Fi Novel,6,25.13,0.15,128.16,41.36,Cash on Delivery,2023-11-30,2023-12-04,3.5,No
OD-1112,C-5244,Betty Taylor,Female,27,Los Angeles,CA,Beauty,Lipstick,3,44.47,0.0,133.41,26.86,Debit Card,2023-01-21,2023-01-25,4.5,No
OD-1113,C-5269,Margaret Thomas,Female,57,Philadelphia,PA,Home Decor,Area Rug,3,63.89,0.3,134.17,20.33,Cash on Delivery,2023-01-27,2023-02-02,1.5,No
OD-1114,C-5049,Ashley Jackson,Female,61,San Francisco,CA,Home Decor,Area Rug,6,97.31,0.2,467.09,145.72,UPI,2023-02-11,2023-02-14,3.5,No
OD-1115,C-5496,Barbara Miller,Female,26,El Paso,TX,Sports,Yoga Mat,3,44.47,0.25,100.06,28.77,Debit Card,2023-12-10,2023-12-12,4.0,No
OD-1116,C-5186,John Johnson,Male,41,San Jose,CA,Fashion,Jeans,3,78.17,0.15,199.33,21.45,Debit Card,2023-03-21,2023-03-23,3.0,No
OD-1117,C-5260,Sandra Moore,Female,65,Charlotte,NC,Electronics,Tablet,3,743.25,20%,1783.8,159.32,Net Banking,2023-03-20,2023-03-23,2.0,No
OD-1118,C-5415,  Christopher Martinez  ,Male,64,Columbus,OH,Electronics,Smartwatch,3,635.24,0.05,1810.43,617.13,Cash on Delivery,2023-05-26,2023-06-03,2.5,No
OD-1119,C-5123,Joshua Thompson,Male,69,Fort Worth,TX,Fashion,Jacket,6,78.15,0.15,398.56,75.13,UPI,2023-07-15,2023-07-22,2.0,No
OD-1120,C-5411,Emily Perez,Female,26,Dallas,TX,Electronics,Tablet,4,742.02,0.2,2374.46,784.26,Cash on Delivery,2023-03-05,2023-03-10,1.5,No
OD-1121,C-5140,Sarah Rodriguez,Female,50,Phoenix,AZ,Beauty,Lipstick,2,39.5,10%,71.1,23.4,Net Banking,2023-01-28,2023-02-04,5.0,No
OD-1122,C-5121,Elizabeth Jones,Female,-5,Jacksonville,FL,Fashion,T-Shirt,3,77.26,0.3,162.25,42.9,UPI,2023-03-16,2023-03-19,1.0,No
OD-1123,C-5470,Nancy Martinez,Female,62,Phoenix,AZ,Sports,Running Shoes,4,$46.84,0.0,187.36,-10.44,Debit Card,2023-03-18,2023-03-25,1.5,No
OD-1124,C-5122,Joshua Thompson,Male,25,Los Angeles,CA,Fashion,Sneakers,6,69.87,0.15,356.34,24.53,Net Banking,2023-11-02,2023-11-03,5.0,No
OD-1125,C-5124,Charles Wilson,Male,36,Indianapolis,IN,Electronics,Bluetooth Speaker,3,399.9,0.15,1019.74,108.29,Credit Card,2023-09-26,2023-10-02,1.5,No
OD-1126,C-5279,Betty Taylor,Female,68,Charlotte,NC,Books,Fiction Novel,4,24.72,0%,98.88,23.8,UPI,2023-05-10,2023-05-11,3.5,No
OD-1127,C-5177,Donald Jackson,Male,64,Houston,TX,Books,History Book,3,11.4,10%,30.78,6.58,Debit Card,2023-12-17,2023-12-25,4.5,No
OD-1128,C-5416,Thomas Rodriguez,Male,22,Columbus,OH,Electronics,Headphones,2,293.66,0.05,-557.95,176.17,UPI,2023-06-08,2023-06-15,5.0,No
OD-1129,C-5130,Robert Williams,Male,66,San Antonio,TX,Home Decor,Area Rug,1,98.34,0.1,88.51,11.68,UPI,2023-08-12,2023-08-19,4.5,No
OD-1130,C-5174,Daniel Anderson,Male,49,Fort Worth,TX,Home Decor,Vase,3,93.68,0.25,210.78,37.38,Net Banking,2023-11-05,2023-11-08,5.0,No
OD-1131,C-5165,Richard Davis,Male,23,Austin,TX,Sports,Water Bottle,3,39.73,0.25,89.39,15.9,Net Banking,2023-06-29,2023-07-07,1.0,No
OD-1132,C-5315,Jessica Garcia,Female,35,Los Angeles,CA,Electronics,Tablet,6,489.35,0.2,2348.88,681.95,Debit Card,2023-01-16,2023-01-19,4.5,Yes
OD-1133,C-5065,William Jones,Male,33,Jacksonville,FL,Home Decor,Throw Pillow,5,38.33,0.05,182.07,46.19,UPI,2023-07-10,2023-07-18,1.5,No
OD-1134,C-5071,Margaret Thomas,Female,41,San Francisco,CA,Home Decor,Curtains,3,53.97,0.0,161.91,9.35,Debit Card,2023-09-13,2023-09-11,5.0,No
OD-1135,C-5135,Steven Martin,Male,63,Columbus,OH,Fashion,Dress,3,64.47,0.15,164.4,18.09,Debit Card,2023-02-07,2023-02-15,2.0,No
OD-1136,C-5045,  Mary Smith  ,Female,60,Jacksonville,FL,Sports,Yoga Mat,5,43.77,0.1,196.97,60.16,Debit Card,2023-07-05,2023-07-09,1.5,No
OD-1137,C-5406,  Thomas Rodriguez  ,Male,33,Fort Worth,TX,Electronics,Headphones,5,579.03,0.15,2460.88,716.36,Cash on Delivery,2023-03-08,2023-03-10,1.5,No
OD-1138,C-5204,Nancy Martinez,Female,51,Indianapolis,IN,Beauty,Face Wash,1,18.76,0.1,16.88,4.1,Net Banking,2023-08-27,2023-09-02,2.0,No
OD-1139,C-5328,Kimberly Lee,Female,29,Phoenix,AZ,Beauty,Face Wash,1,39.94,0.2,31.95,3.06,Debit Card,2023-03-24,2023-03-30,2.5,No
OD-1140,C-5486,,F,,  Chicago,IL,books,Table Lamp,,,0.1,566.24,49.57,credit card,2023-11-11,,,No 
OD-1141,C-5304,Kimberly Lee,Female,27,Philadelphia,PA,Sports,Backpack,6,58.88,0.1,317.95,96.26,Cash on Delivery,2023-01-22,2023-01-23,1.5,Yes
OD-1142,C-5486,Dorothy Martin,Female,34,San Antonio,TX,Books,Cookbook,5,20.5,0.15,87.12,27.59,Cash on Delivery,2023-05-29,2023-06-03,4.5,No
OD-1143,C-5413,Barbara Miller,Female,37,Columbus,OH,Electronics,Tablet,1,355.36,15%,302.06,58.98,Debit Card,2023-06-24,2023-06-27,3.5,No
OD-1144,C-5376,Jennifer Williams,Female,43,Phoenix,AZ,Home Decor,Vase,5,43.65,0.05,207.34,39.38,UPI,2023-08-19,2023-08-23,2.0,No
OD-1145,C-5026,Andrew Perez,Male,42,El Paso,TX,Beauty,Moisturizer,2,39.4,0.2,63.04,16.79,Debit Card,2023-03-23,2023-03-31,5.0,No
OD-1146,C-5256,Joshua Thompson,Male,49,New York,NY,Electronics,Smartwatch,5,516.9,0.05,2455.28,281.24,UPI,31-02-2023,2023-01-26,3.0,No
OD-1147,C-5306,  Nancy Martinez  ,Female,36,Seattle,WA,Electronics,Smartphone,4,342.32,0.1,1232.35,330.58,Net Banking,2023-07-07,2023-07-08,4.0,Yes
OD-1148,C-5292,Ashley Jackson,Female,30,Jacksonville,FL,Books,Self-Help Book,1,15.95,0.15,13.56,3.79,UPI,2023-11-16,2023-11-18,2.0,No
OD-1149,C-5202,Linda Brown,Female,68,Austin,TX,Books,Self-Help Book,2,12.58,0.2,20.13,3.43,Credit Card,2023-01-24,2023-01-25,2.0,No
OD-1150,C-5412,Nancy Martinez,Female,51,Columbus,OH,Fashion,Dress,5,34.55,0.2,138.2,20.12,Net Banking,2023-11-12,2023-11-17,3.5,No
OD-1151,C-5425,Betty Taylor,Female,52,Fort Worth,TX,Sports,Backpack,3,40.95,0.0,122.85,19.72,Credit Card,2023-08-02,2023-08-07,1.0,No
OD-1152,C-5243,Steven Martin,Male,59,Denver,CO,Books,Biography,6,9.92,0.15,50.59,5.12,Cash on Delivery,2023-07-14,2023-07-17,2.5,Yes
OD-1153,C-5294,Joseph Garcia,Male,30,New York,NY,Beauty,Perfume,4,19.54,0.25,58.62,6.52,Cash on Delivery,2023-11-10,2023-11-18,1.0,No
OD-1154,C-5266,Anthony Thomas,Male,53,Austin,TX,Sports,Running Shoes,5,36.83,0.05,174.94,32.87,Cash on Delivery,2023-06-25,2023-07-01,3.0,No
OD-1155,C-5248,Matthew Taylor,Male,33,Dallas,TX,Books,Self-Help Book,2,25.95,0.1,46.71,13.14,Debit Card,2023-12-20,2023-12-28,3.5,No
OD-1156,C-5179,Ashley Jackson,Female,68,Dallas,TX,Home Decor,Wall Art,5,84.72,0.15,360.06,114.76,Net Banking,2023-06-26,2023-06-29,3.0,Yes
OD-1157,C-5148,David Miller,Male,40,Columbus,OH,Sports,Water Bottle,6,41.12,0.05,234.38,69.94,UPI,2023-10-15,2023-10-20,2.0,No
